Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
The Edinburgh Plan in Cordera by Campbell Homes LLC,4 Beds,3 Baths,"3,724 sqft",2021.0,Garage,"$662,510+",Colorado
Mackintosh Plan in Cordera by Toll Brothers,2 Beds,2 Baths,"3,724 sqft",2021.0,No Info,"$603,995+",Colorado
7364 Cracker Jack Hts,3 Beds,4 Baths,"1,996 sqft",2021.0,No Info,"$491,834",Colorado
4688 Stone Manor Hts,,,,,,"$309,903",Colorado
Silverton-K Plan in Revel at Wolf Ranch by Toll Brothers,4 Beds,3 Baths,"3,553 sqft",2021.0,No Info,"$558,995+",Colorado
The Songbird Plan in Stage Station by Jayden Homes,5 Beds,4 Baths,"4,172 sqft",2021.0,Garage,"$1,006,473+",Colorado
The Weisshorn Plan in Revel at Wolf Ranch by Challenger Homes,4 Beds,3 Baths,"3,626 sqft",2021.0,No Info,"$452,900+",Colorado
6677 Rubicon Hts,3 Beds,3 Baths,"2,344 sqft",2021.0,2 Car Garage,"$392,490",Colorado
3455 Black Canyon Rd #9,,,,,,"$120,000",Colorado
533 E Brookside St,,,,1899.0,6 Parking Spaces,"$599,000",Colorado
6806 Volga Dr,5 Beds,4 Baths,"3,319 sqft",2021.0,2 Car Garage,"$562,090",Colorado
The Creekside Plan in The Nook at Shiloh Mesa by View Homes - Colorado Springs,4 Beds,3 Baths,"1,986 sqft",2021.0,No Info,"$451,995+",Colorado
Zuma Plan in The Sands by View Homes - Colorado Springs,4 Beds,2 Baths,"2,358 sqft",2021.0,No Info,"$514,995+",Colorado
1368 Mica Ln #1,,,,,,"$299,900",Colorado
The Denali Plan in The Townes at Woodmen Heights by Challenger Homes,3 Beds,3 Baths,"2,230 sqft",2021.0,No Info,"$407,900+",Colorado
Farnsworth Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,3 Baths,"3,477 sqft",2021.0,No Info,"$594,995+",Colorado
10648 Horton Dr,4 Beds,3 Baths,"1,945 sqft",2021.0,2 Car Garage,"$504,900",Colorado
Ellingwood Plan in Cordera by Toll Brothers,3 Beds,3 Baths,"4,017 sqft",2021.0,No Info,"$586,995+",Colorado
156 Mayflower Park Pl,4 Beds,4 Baths,"2,865 sqft",2021.0,No Info,"$620,298",Colorado
351 Bergamo Way #5,,,,,,"$299,900",Colorado
5960 Buttermere Dr #94,,,,,,"$159,900",Colorado
Cherokee St,,,,,,"$350,000",Colorado
4815 Broadmoor Bluffs Dr,,,,,,"$160,000",Colorado
138 N Olympian Dr,4 Beds,4 Baths,"2,618 sqft",2021.0,No Info,"$613,431",Colorado
1368 Mica Ln,,,,,,"$299,900",Colorado
Jersey by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,017 sqft",2021.0,No Info,"$315,955+",Colorado
6686 Enclave Vista Loop,4 Beds,4 Baths,"3,381 sqft",2021.0,No Info,"$653,658",Colorado
6437 Bodacious Cir,3 Beds,3 Baths,"1,831 sqft",2021.0,Garage,"$525,489",Colorado
4861 Horse Gulch Loop,4 Beds,3 Baths,"3,627 sqft",2021.0,5 Car Garage,"$809,357",Colorado
ELDER II Plan in Creekside at Lorson Ranch by D.R. Horton - Denver,4 Beds,3 Baths,"2,156 sqft",2021.0,No Info,"$430,490+",Colorado
Graham Peak Plan in Gold Hill Mesa by David Weekley Homes,3 Beds,3 Baths,"1,784 sqft",2021.0,No Info,"$530,990+",Colorado
1954 Lone Willow Vw,,,,,,"$175,000",Colorado
10776 Witcher Dr,3 Beds,3 Baths,"2,115 sqft",2021.0,2 Car Garage,"$471,845",Colorado
10757 Horton Dr,4 Beds,3 Baths,"1,949 sqft",2021.0,2 Car Garage,"$470,280",Colorado
Windom-K Plan in Cordera by Toll Brothers,4 Beds,3 Baths,"3,558 sqft",2021.0,No Info,"$611,995+",Colorado
Westport-K Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,2 Baths,"3,724 sqft",2021.0,No Info,"$604,995+",Colorado
Windom-K Plan in Revel at Wolf Ranch by Toll Brothers,4 Beds,3 Baths,"3,558 sqft",2021.0,No Info,"$586,995+",Colorado
8 N Olympian Dr,4 Beds,4 Baths,"2,621 sqft",2021.0,No Info,"$599,690",Colorado
360 Ellsworth St,,,,,,"$190,000",Colorado
Westend Ave,,,,,,"$150,000",Colorado
The Tralee Plan in The Townes at Lorson Ranch by Challenger Homes,2 Beds,3 Baths,"1,436 sqft",2021.0,No Info,"$324,900+",Colorado
198 N Olympian Dr,4 Beds,4 Baths,"3,772 sqft",2021.0,3 Car Garage,"$719,974",Colorado
4295 Ridgecrest Dr,,,,,,"$700,000",Colorado
Hemingway Plan in Dublin North by Richmond American Homes,4 Beds,3 Baths,"2,548 sqft",2021.0,No Info,"$548,950+",Colorado
5739 Marlee Dr,4 Beds,3 Baths,"3,724 sqft",2021.0,2 Car Garage,"$679,888",Colorado
The Waterford Plan in The Townes at Lorson Ranch by Challenger Homes,3 Beds,3 Baths,"1,671 sqft",2021.0,No Info,"$339,900+",Colorado
825 Easy Goer Ct,4 Beds,3 Baths,"3,313 sqft",2021.0,2 Car Garage,"$669,888",Colorado
The Cobblestone Plan in Stage Station by Jayden Homes,4 Beds,3 Baths,"4,030 sqft",2021.0,Garage,"$865,360+",Colorado
Emerald Heritage Plan in Creekside at Lorson Ranch by View Homes - Colorado Springs,3 Beds,2 Baths,"1,506 sqft",2021.0,No Info,"$399,995+",Colorado
4855 Platinum Dr,,,,,,"$180,000",Colorado
178 N Olympian Dr,4 Beds,4 Baths,"2,794 sqft",2021.0,No Info,"$624,154",Colorado
The Elbrus Plan in The Townes at Woodmen Heights by Challenger Homes,3 Beds,3 Baths,"2,305 sqft",2021.0,No Info,"$412,900+",Colorado
The Tralee Plan in The Townes at Chapel Heights by Challenger Homes,2 Beds,3 Baths,"1,436 sqft",2021.0,No Info,"$324,900+",Colorado
6834 Yocona Dr,3 Beds,3 Baths,"2,351 sqft",2021.0,2 Car Garage,"$473,075",Colorado
Peakview Plan in The Nook at Shiloh Mesa by View Homes - Colorado Springs,4 Beds,4 Baths,"2,075 sqft",2021.0,No Info,"$459,995+",Colorado
716 N 19th St,,,,,,"$275,000",Colorado
Calamus by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,328 sqft",2021.0,No Info,"$368,701+",Colorado
2636 Cathedral Sky Vw,,,,,,"$585,000",Colorado
351 Bergamo Way,,,,,,"$299,900",Colorado
The Everest Plan in The Townes at Woodmen Heights by Challenger Homes,3 Beds,3 Baths,"1,566 sqft",2021.0,No Info,"$369,900+",Colorado
2049 Safe Harbor Ct,,,,,,"$175,000",Colorado
180 Mayflower Park Pl,4 Beds,4 Baths,"3,390 sqft",2021.0,No Info,"$676,057",Colorado
1727 Palm Dr,,,,,,"$94,999",Colorado
6642 Dublin Loop W,,,,,,"$135,000",Colorado
The Monte Rosa Plan in Revel at Wolf Ranch by Challenger Homes,5 Beds,3 Baths,"4,714 sqft",2021.0,No Info,"$477,900+",Colorado
716 S Circle Dr,3 Beds,3 Baths,"1,598 sqft",1961.0,1 Car Garage,"$375,000",Colorado
809 W Washington St,4 Beds,2 Baths,"1,792 sqft",1965.0,Carport,"$399,000",Colorado
1050 Haverhill Pl,,,,,,"$110,000",Colorado
Vanderbilt Ct,,,,,,"$2,200,000",Colorado
6360 Sandray Ct,,,,,,"$175,000",Colorado
3166 Spirit Wind Hts,3 Beds,5 Baths,"5,041 sqft",2022.0,3 Car Garage,"$2,700,000",Colorado
740 Overlook Ridge Point,,,,,,"$285,000",Colorado
940 S Arcadia St #1,,,,1964.0,2 Parking Spaces,"$350,000",Colorado
3580 Sebastian Hts,5 Beds,6 Baths,"8,998 sqft",2021.0,3 Car Garage,"$2,699,400",Colorado
Evergreen by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"1,305 sqft",2021.0,No Info,"$302,170+",Colorado
16 E Saint Elmo Ave,3 Beds,4 Baths,"1,764 sqft",2021.0,1 Car Garage,"$543,680",Colorado
6922 Shunka Ln,3 Beds,3 Baths,"1,443 sqft",2021.0,2 Car Garage,"$478,900",Colorado
4365 Kincaid Ct,,,,,,"$150,000",Colorado
Poplar by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,017 sqft",2021.0,No Info,"$315,337+",Colorado
6956 Akela Ln,3 Beds,3 Baths,"1,443 sqft",2021.0,2 Car Garage,"$472,900",Colorado
Sequoia by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,255 sqft",2021.0,No Info,"$323,069+",Colorado
3875 Saddle Rock Rd,5 Beds,4 Baths,"3,521 sqft",1985.0,2 Car Garage,"$679,000",Colorado
11975 Hanging Valley Way,5 Beds,4 Baths,"5,667 sqft",2004.0,2 Car Garage,"$1,149,000",Colorado
Sonoma Plan in Creekside at Lorson Ranch by View Homes - Colorado Springs,3 Beds,2 Baths,"1,652 sqft",2021.0,No Info,"$404,995+",Colorado
CABRAL Plan in Creekside at Lorson Ranch by D.R. Horton - Denver,3 Beds,3 Baths,"1,657 sqft",2021.0,No Info,"$408,490+",Colorado
Hemingway Plan in The Trails at Aspen Ridge by Richmond American Homes,4 Beds,3 Baths,"2,548 sqft",2021.0,No Info,"$509,950+",Colorado
6478 Farthing Dr #5,,,,,,"$125,000",Colorado
1090 Chiricahua Loop,,,,1972.0,5 Parking Spaces,"$695,000",Colorado
Silver Oak by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,255 sqft",2021.0,No Info,"$325,647+",Colorado
1295 Kelso Pl,,,,,,"$290,000",Colorado
Sundance Plan in Banning Lewis Ranch 55+ by Classic Homes,6 Beds,5 Baths,"4,004 sqft",2021.0,No Info,"$548,000+",Colorado
The Waterford Plan in The Townes at Chapel Heights by Challenger Homes,3 Beds,3 Baths,"1,671 sqft",2021.0,No Info,"$339,900+",Colorado
Coronado Plan in Dublin North by Richmond American Homes,3 Beds,3 Baths,"2,745 sqft",2021.0,No Info,"$559,950+",Colorado
10712 Hidden Pool Hts,3 Beds,3 Baths,"1,571 sqft",2021.0,Garage,"$446,990",Colorado
5763 Marlee Dr,4 Beds,3 Baths,"3,443 sqft",2021.0,5 Car Garage,"$753,101",Colorado
Coral Plan in The Trails at Aspen Ridge by Richmond American Homes,3 Beds,3 Baths,"1,831 sqft",2021.0,No Info,"$450,950+",Colorado
The Hawthorne Plan in Cordera by Campbell Homes LLC,4 Beds,3 Baths,"3,191 sqft",2021.0,Garage,"$665,700+",Colorado
6782 Enclave Vista Loop,4 Beds,3 Baths,"4,554 sqft",2021.0,3 Car Garage,"$772,117",Colorado
10743 Horton Dr,3 Beds,3 Baths,"2,115 sqft",2021.0,2 Car Garage,"$460,765",Colorado
Coronado Plan in Hansen Ranch by Richmond American Homes,3 Beds,3 Baths,"2,745 sqft",2021.0,No Info,"$548,950+",Colorado
Citrine Plan in The Trails at Aspen Ridge by Richmond American Homes,3 Beds,3 Baths,"1,964 sqft",2021.0,No Info,"$458,950+",Colorado
The Wilshire Plan in Cordera by Campbell Homes LLC,5 Beds,4 Baths,"3,845 sqft",2021.0,Garage,"$694,780+",Colorado
5090 Lonzo Dr,5 Beds,3 Baths,"3,680 sqft",2021.0,3 Car Garage,"$954,330",Colorado
5624 Altitude Dr,3 Beds,3 Baths,"2,486 sqft",2000.0,2 Car Garage,"$432,500",Colorado
The Whitman Plan in Cordera by Campbell Homes LLC,5 Beds,4 Baths,"3,399 sqft",2021.0,Garage,"$678,630+",Colorado
Lovell Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,2 Baths,"4,325 sqft",2021.0,No Info,"$662,995+",Colorado
Tibbetts Plan in Enclave at Wolf Ranch by David Weekley Homes,2 Beds,3 Baths,"2,336 sqft",2021.0,No Info,"$560,990+",Colorado
340 San Marino Ct,4 Beds,5 Baths,"5,124 sqft",2020.0,3 Car Garage,"$1,300,000",Colorado
Kaeleigh: Dual Master Plan in The District At Victory Ridge by Lokal Homes,2 Beds,3 Baths,"1,606 sqft",2021.0,No Info,"$427,990+",Colorado
751 Overlook Ridge Point,,,,,,"$520,000",Colorado
Lanewood Plan in Enclave at Wolf Ranch by David Weekley Homes,3 Beds,2 Baths,"2,048 sqft",2021.0,No Info,"$559,990+",Colorado
PENDLETON Plan in Bradley Ranch by D.R. Horton - Denver,3 Beds,3 Baths,"2,222 sqft",2021.0,No Info,"$476,990+",Colorado
1211 W Costilla St,,,,,,"$389,900",Colorado
523 Pluto Dr,5 Beds,5 Baths,"3,662 sqft",1995.0,3 Car Garage,"$475,000",Colorado
The Emerson Plan in Cordera by Campbell Homes LLC,3 Beds,3 Baths,"3,453 sqft",2021.0,Garage,"$653,550+",Colorado
Oxford Plan in Cordera by Toll Brothers,3 Beds,2 Baths,"3,501 sqft",2021.0,No Info,"$552,995+",Colorado
4679 High Springs Ct,3 Beds,3 Baths,"1,560 sqft",2021.0,2 Car Garage,"$422,425",Colorado
11880 Artful Way,4 Beds,4 Baths,"3,788 sqft",2021.0,3 Car Garage,"$861,941",Colorado
10314 Sharon Springs Dr,5 Beds,4 Baths,"3,443 sqft",2020.0,3 Car Garage,"$724,194",Colorado
10716 Witcher Dr,4 Beds,3 Baths,"2,691 sqft",2021.0,2 Car Garage,"$489,880",Colorado
7352 Cracker Jack Hts,2 Beds,3 Baths,"1,792 sqft",2021.0,No Info,"$457,028",Colorado
Arlington Plan in Dublin North by Richmond American Homes,3 Beds,2 Baths,"1,887 sqft",2021.0,No Info,"$538,950+",Colorado
The Lancaster Plan in The Enclaves at Mountain Vista by Challenger Homes,4 Beds,4 Baths,"2,880 sqft",2021.0,No Info,"$446,900+",Colorado
Hazel Plan in The District At Victory Ridge by Lokal Homes,2 Beds,3 Baths,"1,415 sqft",2021.0,No Info,"$407,990+",Colorado
6736 Volga Dr,4 Beds,3 Baths,"2,351 sqft",2021.0,2 Car Garage,"$484,245",Colorado
5333 Sky Top Ln,4 Beds,4 Baths,"2,615 sqft",2021.0,2 Car Garage,"$493,110",Colorado
125 Mountain Spirit Point,,,,,,"$130,000",Colorado
3103 N Prospect St,,,,,,"$950,000",Colorado
5650 Chaparral Ridge Dr,3 Beds,3 Baths,"1,966 sqft",2021.0,2 Car Garage,"$458,715",Colorado
Culebra Plan in Revel at Wolf Ranch by Toll Brothers,4 Beds,3 Baths,"3,991 sqft",2021.0,No Info,"$606,995+",Colorado
Ponderosa Plan in The Trails at Aspen Ridge by Richmond American Homes,3 Beds,2 Baths,"1,521 sqft",2021.0,No Info,"$491,950+",Colorado
2133 Lone Willow Vw,,,,,,"$130,000",Colorado
1971 Lone Willow Vw,,,,,,"$130,000",Colorado
4821 Horse Gulch Loop,4 Beds,3 Baths,"3,738 sqft",2021.0,3 Car Garage,"$724,900",Colorado
BRIDGESTONE Plan in Bradley Ranch by D.R. Horton - Denver,4 Beds,3 Baths,"2,548 sqft",2021.0,No Info,"$493,990+",Colorado
Citrine Plan in Hansen Ranch by Richmond American Homes,4 Beds,3 Baths,"1,964 sqft",2021.0,No Info,"$482,950+",Colorado
The Kirkland Plan in Cordera by Campbell Homes LLC,3 Beds,3 Baths,"3,176 sqft",2021.0,Garage,"$647,410+",Colorado
1535 Rose Quartz Hts,2 Beds,3 Baths,"1,606 sqft",2021.0,Garage,"$435,990",Colorado
5394 Makalu Dr,4 Beds,3 Baths,"3,048 sqft",2021.0,3 Car Garage,"$586,669",Colorado
Averett Plan in Gold Hill Mesa by David Weekley Homes,3 Beds,3 Baths,"2,042 sqft",2021.0,No Info,"$540,990+",Colorado
CHATHAM Plan in Bradley Ranch by D.R. Horton - Denver,4 Beds,2 Baths,"1,771 sqft",2021.0,No Info,"$460,990+",Colorado
95 Mountain Spirit Point,,,,,,"$130,000",Colorado
2098 Lone Willow Vw,,,,,,"$200,000",Colorado
4790 Broadlake Vw,,,,,,"$499,000",Colorado
5085 Broadlake Vw,,,,,,"$550,000",Colorado
3547 E Uintah St #102,3 Beds,3 Baths,"1,508 sqft",2021.0,1 Car Garage,"$399,900",Colorado
5415 Creighton Ct,,,,,,"$600,000",Colorado
Ivyglen Plan in Enclave at Wolf Ranch by David Weekley Homes,2 Beds,2 Baths,"3,103 sqft",2021.0,No Info,"$590,990+",Colorado
Jackson Plan in Cordera by Toll Brothers,4 Beds,3 Baths,"3,621 sqft",2021.0,No Info,"$596,995+",Colorado
115 Mountain Spirit Point,,,,,,"$130,000",Colorado
Lapis Plan in Hansen Ranch by Richmond American Homes,3 Beds,3 Baths,"2,187 sqft",2021.0,No Info,"$489,950+",Colorado
HENLEY Plan in Bradley Ranch by D.R. Horton - Denver,5 Beds,3 Baths,"2,652 sqft",2021.0,No Info,"$500,990+",Colorado
5455 Castilian Villas Point,2 Beds,2 Baths,"3,268 sqft",2021.0,2 Car Garage,"$669,000",Colorado
10196 Winter Gem Grv,2 Beds,3 Baths,"1,436 sqft",2021.0,1 Car Garage,"$344,710",Colorado
10078 Manhattan Dr,4 Beds,3 Baths,"3,443 sqft",2021.0,3 Car Garage,"$727,606",Colorado
6213 Bodacious Cir,5 Beds,4 Baths,"3,608 sqft",2021.0,Garage,"$645,267",Colorado
The Sydney Plan in The Enclaves at Mountain Vista by Challenger Homes,4 Beds,3 Baths,"2,066 sqft",2021.0,No Info,"$428,900+",Colorado
HOLCOMBE Plan in Bradley Ranch by D.R. Horton - Denver,4 Beds,3 Baths,"2,398 sqft",2021.0,No Info,"$486,990+",Colorado
7340 Cracker Jack Hts,2 Beds,3 Baths,"1,849 sqft",2021.0,2 Car Garage,"$472,141",Colorado
5485 Castilian Villas Point,2 Beds,2 Baths,"3,638 sqft",2021.0,2 Car Garage,"$673,000",Colorado
3547 E Uintah St #101,3 Beds,3 Baths,"1,547 sqft",2021.0,2 Car Garage,"$409,900",Colorado
65 Marland Pl,,,,,,"$750,000",Colorado
Everett Plan in The District At Victory Ridge by Lokal Homes,3 Beds,3 Baths,"1,693 sqft",2021.0,No Info,"$440,990+",Colorado
5465 Castilian Villas Point,2 Beds,3 Baths,"3,780 sqft",2021.0,3 Car Garage,"$711,260",Colorado
10328 Sharon Springs Dr,4 Beds,4 Baths,"3,344 sqft",2020.0,3 Car Garage,"$700,526",Colorado
The Vancouver Plan in The Enclaves at Mountain Vista by Challenger Homes,5 Beds,4 Baths,"2,342 sqft",2021.0,No Info,"$435,900+",Colorado
10084 Manhattan Dr,4 Beds,3 Baths,"4,268 sqft",2021.0,3 Car Garage,"$748,630",Colorado
584 Silver Oak Grv,,,,,,"$320,000",Colorado
2604 Cathedral Sky Vw,,,,,,"$450,000",Colorado
Alexandrite Plan in Hansen Ranch by Richmond American Homes,3 Beds,2 Baths,"1,747 sqft",2021.0,No Info,"$480,950+",Colorado
Hemingway Plan in Hansen Ranch by Richmond American Homes,4 Beds,3 Baths,"2,548 sqft",2021.0,No Info,"$537,950+",Colorado
5495 Castilian Villas Point,5 Beds,3 Baths,"3,638 sqft",2021.0,2 Car Garage,"$705,000",Colorado
Hamilton by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,101 sqft",2021.0,No Info,"$347,849+",Colorado
Rutherford Plan in Enclave at Wolf Ranch by David Weekley Homes,2 Beds,2 Baths,"2,272 sqft",2021.0,No Info,"$586,990+",Colorado
10640 Horton Dr,3 Beds,3 Baths,"1,443 sqft",2021.0,2 Car Garage,"$478,900",Colorado
The Edinburgh Plan in Cordera by Campbell Homes LLC,4 Beds,3 Baths,"3,724 sqft",2021.0,Garage,"$662,510+",Colorado
Mackintosh Plan in Cordera by Toll Brothers,2 Beds,2 Baths,"3,724 sqft",2021.0,No Info,"$603,995+",Colorado
7364 Cracker Jack Hts,3 Beds,4 Baths,"1,996 sqft",2021.0,No Info,"$491,834",Colorado
4688 Stone Manor Hts,,,,,,"$309,903",Colorado
Silverton-K Plan in Revel at Wolf Ranch by Toll Brothers,4 Beds,3 Baths,"3,553 sqft",2021.0,No Info,"$558,995+",Colorado
The Songbird Plan in Stage Station by Jayden Homes,5 Beds,4 Baths,"4,172 sqft",2021.0,Garage,"$1,006,473+",Colorado
The Weisshorn Plan in Revel at Wolf Ranch by Challenger Homes,4 Beds,3 Baths,"3,626 sqft",2021.0,No Info,"$452,900+",Colorado
6677 Rubicon Hts,3 Beds,3 Baths,"2,344 sqft",2021.0,2 Car Garage,"$392,490",Colorado
3455 Black Canyon Rd #9,,,,,,"$120,000",Colorado
533 E Brookside St,,,,1899.0,6 Parking Spaces,"$599,000",Colorado
6806 Volga Dr,5 Beds,4 Baths,"3,319 sqft",2021.0,2 Car Garage,"$562,090",Colorado
The Creekside Plan in The Nook at Shiloh Mesa by View Homes - Colorado Springs,4 Beds,3 Baths,"1,986 sqft",2021.0,No Info,"$451,995+",Colorado
Zuma Plan in The Sands by View Homes - Colorado Springs,4 Beds,2 Baths,"2,358 sqft",2021.0,No Info,"$514,995+",Colorado
1368 Mica Ln #1,,,,,,"$299,900",Colorado
The Denali Plan in The Townes at Woodmen Heights by Challenger Homes,3 Beds,3 Baths,"2,230 sqft",2021.0,No Info,"$407,900+",Colorado
Farnsworth Plan in élan at Wolf Ranch by Toll Brothers,2 Beds,3 Baths,"3,477 sqft",2021.0,No Info,"$594,995+",Colorado
10648 Horton Dr,4 Beds,3 Baths,"1,945 sqft",2021.0,2 Car Garage,"$504,900",Colorado
Ellingwood Plan in Cordera by Toll Brothers,3 Beds,3 Baths,"4,017 sqft",2021.0,No Info,"$586,995+",Colorado
156 Mayflower Park Pl,4 Beds,4 Baths,"2,865 sqft",2021.0,No Info,"$620,298",Colorado
351 Bergamo Way #5,,,,,,"$299,900",Colorado
5960 Buttermere Dr #94,,,,,,"$159,900",Colorado
Cherokee St,,,,,,"$350,000",Colorado
4815 Broadmoor Bluffs Dr,,,,,,"$160,000",Colorado
138 N Olympian Dr,4 Beds,4 Baths,"2,618 sqft",2021.0,No Info,"$613,431",Colorado
1368 Mica Ln,,,,,,"$299,900",Colorado
Jersey by Bonnavilla Plan in Build on Your Lot by Seeger Homes by Seeger Homes,3 Beds,2 Baths,"2,017 sqft",2021.0,No Info,"$315,955+",Colorado
6686 Enclave Vista Loop,4 Beds,4 Baths,"3,381 sqft",2021.0,No Info,"$653,658",Colorado
13640 Winslow Dr,7 Beds,7 Baths,"6,919 sqft",2015.0,8 Car Garage,"$2,000,000",Colorado
4240 Loomis Ave,10 Beds,4 Baths,"3,891 sqft",1971.0,6 Parking Spaces,"$610,000",Colorado
135 Rangely Dr,4 Beds,4 Baths,"2,416 sqft",1984.0,Garage,"$644,900",Colorado
5020 Roundup Ridge Rd,6 Beds,7 Baths,"6,607 sqft",2006.0,4 Car Garage,"$1,250,000",Colorado
10450 Squirrel Creek Rd,3 Beds,2 Baths,"1,497 sqft",1899.0,Garage,"$400,000",Colorado
8265 Westwood Rd,5 Beds,5 Baths,"6,018 sqft",2002.0,3 Car Garage,"$1,900,000",Colorado
15020 Tari Ct,3 Beds,2 Baths,"1,984 sqft",1978.0,2 Car Garage,"$550,000",Colorado
5063 Marabou Way,4 Beds,2 Baths,"1,260 sqft",1986.0,Attached Garage,"$340,000",Colorado
6263 Dancing Sky Dr,3 Beds,3 Baths,"1,773 sqft",2013.0,Garage,"$434,900",Colorado
14345 Millhaven Pl,8 Beds,11 Baths,"15,643 sqft",2009.0,6 Car Garage,"$4,200,000",Colorado
1985 Birmingham Loop,3 Beds,3 Baths,"1,966 sqft",2019.0,2 Car Garage,"$395,000",Colorado
7247 Dutch Loop,5 Beds,4 Baths,"4,146 sqft",2016.0,4 Car Garage,"$639,900",Colorado
5205 Eden Ln,5 Beds,4 Baths,"3,084 sqft",1994.0,2 Car Garage,"$420,000",Colorado
7253 Alpine Daisy Dr,5 Beds,4 Baths,"3,316 sqft",2019.0,4 Car Garage,"$530,000",Colorado
1915 S Chamberlin St,4 Beds,2 Baths,"1,654 sqft",1973.0,1 Car Garage,"$310,000",Colorado
18055 Carlos Point,4 Beds,3 Baths,"5,080 sqft",2007.0,2 Car Garage,"$620,000",Colorado
14625 Millhaven Pl,5 Beds,4 Baths,"5,224 sqft",2018.0,4 Car Garage,"$2,850,000",Colorado
11480 Last Stanley Point,4 Beds,4 Baths,"3,649 sqft",2016.0,2 Car Garage,"$1,050,000",Colorado
7279 Peachleaf Dr,4 Beds,4 Baths,"3,280 sqft",2019.0,3 Car Garage,"$530,000",Colorado
6050 Mountain Shadow Vw,4 Beds,3 Baths,"4,244 sqft",2002.0,2 Car Garage,"$795,000",Colorado
5780 Saxton Hollow Rd,2 Beds,2 Baths,"4,619 sqft",2014.0,3 Car Garage,"$789,900",Colorado
9240 E Blue Sage Cir,4 Beds,3 Baths,"2,246 sqft",2003.0,2 Car Garage,"$800,000",Colorado
13301 Penfold Dr,4 Beds,3 Baths,"3,125 sqft",2013.0,3 Car Garage,"$639,000",Colorado
9380 Pine Cone Rd,4 Beds,3 Baths,"3,092 sqft",2005.0,Garage,"$875,000",Colorado
5616 Marabou Way,3 Beds,2 Baths,"1,607 sqft",2003.0,Garage,"$453,900",Colorado
6419 San Mateo Dr,3 Beds,3 Baths,"2,509 sqft",2015.0,3 Car Garage,"$460,000",Colorado
14065 Gleneagle Dr,5 Beds,3 Baths,"4,330 sqft",1992.0,2 Car Garage,"$700,000",Colorado
4620 Dooley Way,3 Beds,2 Baths,"1,320 sqft",1994.0,2 Car Garage,"$365,000",Colorado
Lot 6 Franceville Coal Mine Rd,,,,,,"$199,000",Colorado
114 Ely St,5 Beds,3 Baths,"2,256 sqft",1962.0,3 Car Garage,"$354,900",Colorado
13362 Penfold Dr,4 Beds,3 Baths,"2,762 sqft",2013.0,3 Car Garage,"$674,700",Colorado
538 Bickley St,4 Beds,2 Baths,"1,968 sqft",1968.0,1 Car Garage,"$399,900",Colorado
13850 Staffshire Ln,4 Beds,5 Baths,"5,186 sqft",2017.0,4 Car Garage,"$2,800,000",Colorado
5570 Saxton Hollow Rd,5 Beds,6 Baths,"6,735 sqft",2015.0,4 Car Garage,"$2,350,000",Colorado
5120 Roundup Ridge Rd,,,,,,"$210,000",Colorado
7154 Lone Eagle Ln,3 Beds,2 Baths,"2,488 sqft",2006.0,2 Car Garage,"$399,900",Colorado
7125 Caballero Ave,4 Beds,3 Baths,"1,885 sqft",1973.0,2 Car Garage,"$410,000",Colorado
14915 Crooked Spur Ln,6 Beds,4 Baths,"4,752 sqft",1996.0,3 Car Garage,"$1,090,000",Colorado
7320 Silver Ponds Hts,5 Beds,7 Baths,"7,571 sqft",2008.0,6 Car Garage,"$2,828,000",Colorado
3681 Blue Heron Spring Ln,,,,,,"$325,000",Colorado
2636 Cathedral Sky Vw,,,,,,"$585,000",Colorado
351 Bergamo Way,,,,,,"$299,900",Colorado
The Everest Plan in The Townes at Woodmen Heights by Challenger Homes,3 Beds,3 Baths,"1,566 sqft",2021.0,No Info,"$369,900+",Colorado
2049 Safe Harbor Ct,,,,,,"$175,000",Colorado
180 Mayflower Park Pl,4 Beds,4 Baths,"3,390 sqft",2021.0,No Info,"$676,057",Colorado
5490 Wagon Hammer Dr,4 Beds,3 Baths,"2,187 sqft",2021.0,Garage,"$524,550",Colorado
108 N Olympian Dr,4 Beds,4 Baths,"2,865 sqft",2021.0,No Info,"$623,596",Colorado
6848 Yocona Dr,4 Beds,3 Baths,"2,351 sqft",2021.0,2 Car Garage,"$480,545",Colorado
The Carnegie Plan in Cordera by Campbell Homes LLC,4 Beds,3 Baths,"3,890 sqft",2021.0,Garage,"$685,030+",Colorado
