Bedroom,Bathroom,Sqft,Price,Parking,Address,Yearbuild
8 Beds,8 Baths,"4,242 sqft","$2,850,000",Garage,"4046 Honeycutt StSan Diego, CA 92109",1981
2 Beds,2 Baths,,"$975,000",No Info,"2292 Congress StSan Diego, CA 92110",1952
3 Beds,2 Baths,"1,221 sqft","$629,000",Garage,"1315 S 47th StSan Diego, CA 92113",1978
3 Beds,3 Baths,"1,696 sqft","$548,160+",No Info,"Plan 3 in Solmar by Tri Pointe HomesSan Diego, CA 92154",2021
Studio,1 Bath,400 sqft,"$215,000",1 Carport Spaces,"2033 Dairy Mart Rd #13San Diego, CA 92173",1987
3 Beds,2 Baths,"1,475 sqft","$649,900",Open Parking,"7808 Prairie Mound WaySan Diego, CA 92139",1964
3 Beds,3 Baths,"1,923 sqft","$760,000",2 Car Garage,"1075 Sunset Crossing PoinSan Diego, CA 92154",2005
1 Bed,2 Baths,934 sqft,"$505,000",Garage,"3266 1st Ave #23San Diego, CA 92103",1971
3 Beds,4 Baths,"1,791 sqft","$1,185,000",Garage,"2873 B StSan Diego, CA 92102",2020
4 Beds,5 Baths,"3,659 sqft","$4,125,000",3 Car Garage,"5260 Grand Del Mar Way #5San Diego, CA 92130",2020
3 Beds,2 Baths,"1,794 sqft","$990,000",2 Car Garage,"230 W Laurel St #301San Diego, CA 92101",1984
3 Beds,2 Baths,"1,364 sqft","$625,000",2 Car Garage,"8475 Innsdale LnSan Diego, CA 92114",1970
6 Beds,4 Baths,,"$1,195,000",3 Car Garage,"4368 35th St #72San Diego, CA 92104",1940
3 Beds,4 Baths,"1,792 sqft","$901,975+",No Info,"Plan 1 in Palmer at 3 Roots by Shea Homes-FamilySan Diego, CA 92126",2021
8 Beds,5 Baths,"1,720 sqft","$1,495,000",3 Parking Spaces,"5288 Manhasset DrSan Diego, CA 92115",1955
2 Beds,2 Baths,"1,676 sqft","$2,199,000",2 Car Garage,"5460 La Jolla Blvd #G301La Jolla, CA 92037",2004
2 Beds,3 Baths,"2,900 sqft","$3,250,000",2 Car Garage,"700 Front St #505San Diego, CA 92101",1986
2 Beds,2 Baths,"1,584 sqft","$1,395,000",2 Car Garage,"2799 Via Alta PlSan Diego, CA 92108",2018
2 Beds,4 Baths,"1,254 sqft","$1,750,000",10 Parking Spaces,"3752 3rd AveSan Diego, CA 92103",1920
6 Beds,6 Baths,,"$999,000",Garage,"4159-4161 42nd StSan Diego, CA 92105",1924
5 Beds,4 Baths,,"$650,000",No Info,"3713-17 Acacia StSan Diego, CA 92113",1914
,,,"$1,888,888",No Info,"7508 Plein AireSan Diego, CA 92127",No Info
2 Beds,3 Baths,"2,338 sqft","$1,999,999",2 Car Garage,"551 Rosemont StLa Jolla, CA 92037",2009
,,,"$330,000",No Info,"Dahlia AveSan Diego, CA 92154",No Info
7 Beds,4 Baths,"2,600 sqft","$1,699,000",1 Car Garage,"4050-4054 36th StSan Diego, CA 92104",1950
2 Beds,2 Baths,,"$2,450,000",Garage,"5126-38 Bayard StSan Diego, CA 92109",1973
6 Beds,6 Baths,"2,982 sqft","$1,545,000",4 Car Garage,"6911 Camino DegraziaSan Diego, CA 92111",1985
6 Beds,6 Baths,"5,375 sqft","$6,100,000",4 Car Garage,"5639 Dolphin PlLa Jolla, CA 92037",2012
2 Beds,2 Baths,"1,390 sqft","$1,459,000",Garage,"888 W E St #1706San Diego, CA 92101",2018
6 Beds,7 Baths,"5,950 sqft","$4,150,000",3 Car Garage,"946 Havenhurst DrLa Jolla, CA 92037",1983
6 Beds,3 Baths,"1,406 sqft","$699,000",2 Car Garage,"4020 Via De La BandolaSan Ysidro, CA 92173",1979
4 Beds,3 Baths,"1,782 sqft","$699,995",2 Car Garage,"177 Coralwood DrSan Diego, CA 92114",1960
2 Beds,3 Baths,"1,480 sqft","$744,000+",No Info,"Plan 2 in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
16 Beds,11 Baths,"6,921 sqft","$3,550,000",Garage,"2215-25 Smythe AveSan Ysidro, CA 92173",1980
15 Beds,12 Baths,"6,000 sqft","$3,900,000",11 Car Garage,"1060 Scott StSan Diego, CA 92106",2002
5 Beds,2 Baths,"1,790 sqft","$1,225,000",2 Car Garage,"5705 Mary Lane DrSan Diego, CA 92115",1954
1 Bed,2 Baths,903 sqft,"$510,070+",No Info,"Plan 1X in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
5 Beds,2 Baths,"2,034 sqft","$1,625,000",Garage,"4109-4111 Ibis StSan Diego, CA 92103",1926
3 Beds,1 Bath,"1,050 sqft","$725,000",Garage,"3325 Cherokee AveSan Diego, CA 92104",2010
,,,"$175,000",No Info,"Spring Canyon RdSantee, CA 92071",No Info
5 Beds,4 Baths,"1,920 sqft","$925,000",No Info,"712 S 28th StSan Diego, CA 92113",1950
,,,"$119,900",No Info,"6707 Aviation Dr #156San Diego, CA 92114",No Info
2 Beds,3 Baths,"2,111 sqft","$2,700,000",2 Car Garage,"510 1st Ave #2502San Diego, CA 92101",2002
2 Beds,2 Baths,735 sqft,"$459,999",Garage,"3846 38th St #1San Diego, CA 92105",1983
4 Beds,2 Baths,"1,484 sqft","$699,000",2 Car Garage,"1277 Glencoe DrSan Diego, CA 92114",1998
,,,"$1,000,000",Garage,"4208 Van Dyke AveSan Diego, CA 92105",1950
2 Beds,1 Bath,900 sqft,"$620,000",1 Car Garage,"3645 7th Ave #406San Diego, CA 92103",1987
9 Beds,6 Baths,"2,944 sqft","$849,000",No Info,"920-22 63rd StSan Diego, CA 92114",1940
5 Beds,5 Baths,,"$2,599,999",Garage,"4071-4073 Riviera DrSan Diego, CA 92109",1992
Studio,,880 sqft,"$153,000",No Info,"Low 848 Make An Offer 2/2 Home #7908Santee, CA 92071",2004
3 Beds,4 Baths,"2,062 sqft","$2,599,999",Garage,"4071 Riviera DrSan Diego, CA 92109",1992
4 Beds,3 Baths,"3,778 sqft","$4,495,000",Garage,"939 Coast Blvd #6BCLa Jolla, CA 92037",1966
4 Beds,4 Baths,"2,600 sqft","$2,500,000",No Info,"4741 Point Loma AveSan Diego, CA 92107",2016
,,"1,880 sqft","$775,000",6 Carport Spaces,"4138-40 Delta StSan Diego, CA 92113",1927
,,,"$300,000",No Info,"3236 National AveSan Diego, CA 92113",No Info
9 Beds,4 Baths,"5,418 sqft","$4,150,000",Garage,"2630 6th AveSan Diego, CA 92103",1993
3 Beds,3 Baths,"1,777 sqft","$577,929+",No Info,"Plan 4 in Solmar by Tri Pointe HomesSan Diego, CA 92154",2021
Studio,1 Bath,400 sqft,"$215,000",1 Carport Spaces,"851 W San Ysidro Blvd #6San Ysidro, CA 92173",1987
2 Beds,2 Baths,"1,602 sqft","$1,435,000",Garage,"888 W E St #905San Diego, CA 92101",2018
9 Beds,6 Baths,"2,944 sqft","$849,000",No Info,"920-922 63rd StSan Diego, CA 92114",1940
2 Beds,2 Baths,"1,276 sqft","$1,750,000",Garage,"888 W E St #2303San Diego, CA 92101",2018
3 Beds,3 Baths,"1,772 sqft","$1,385,000",2 Car Garage,"4543 E Talmadge DrSan Diego, CA 92116",1936
2 Beds,3 Baths,"1,806 sqft","$2,529,000",Garage,"888 W East St #2302San Diego, CA 92101",2018
6 Beds,6 Baths,"1,667 sqft","$748,000",No Info,"255 Cottonwood RdSan Diego, CA 92173",1979
,,,"$1,700,000",No Info,"12994 Via Esperia #1Del Mar, CA 92014",No Info
3 Beds,2 Baths,,"$1,799,000",No Info,"2204-2204 Six Albatross StSan Diego, CA 92101",1910
2 Beds,3 Baths,"1,310 sqft","$495,260+",No Info,"Plan 2 in Solmar by Tri Pointe HomesSan Diego, CA 92154",2021
7 Beds,4 Baths,"4,200 sqft","$3,300,000",1 Car Garage,"720-722 W Juniper StSan Diego, CA 92101",1965
3 Beds,3 Baths,"1,440 sqft","$1,150,000",6 Parking Spaces,"4613-17 E Mountain View DrSan Diego, CA 92116",1926
,,,"$1,798,000",No Info,"3 Via Del Mar #3San Diego, CA 92130",No Info
,,,"$2,950,000",No Info,"Artesian RdSan Diego, CA 92127",No Info
1 Bed,1 Bath,"1,036 sqft","$1,050,000",Garage,"100 Harbor Dr #3206San Diego, CA 92101",1992
1 Bed,2 Baths,930 sqft,"$590,000+",No Info,"Plan 1 in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
2 Beds,2 Baths,"1,626 sqft","$1,249,000",2 Car Garage,"3275 Fifth Ave #505San Diego, CA 92103",2008
,,,"$1,599,000",No Info,"1510 Copa De Oro DrLa Jolla, CA 92037",No Info
,,,"$250,000",No Info,"40th StSan Diego, CA 92105",No Info
,,,"$1,385,000",5 Parking Spaces,"1626 Una StSan Diego, CA 92113",1960
,,,"$119,900",No Info,"6713 Aviation Dr #155San Diego, CA 92114",No Info
4 Beds,2 Baths,"1,184 sqft","$669,999",2 Car Garage,"415 Braun AveSan Diego, CA 92114",1974
7 Beds,4 Baths,"2,600 sqft","$1,299,000",Garage,"4218-4222 35th StSan Diego, CA 92104",1950
,,,"$219,000",No Info,"Alta Road 648 10 29 #APN-00San Ysidro, CA 92173",No Info
2 Beds,3 Baths,"2,032 sqft","$1,199,000",Garage,"2665 5th Ave #304San Diego, CA 92103",2016
8 Beds,4 Baths,"2,367 sqft","$1,450,000",2 Parking Spaces,"6116 Dorothy DrSan Diego, CA 92115",1951
2 Beds,3 Baths,"1,662 sqft","$779,040+",No Info,"Plan 5 in Atwood at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
,,,"$699,999",No Info,"1325 S 45th StSan Diego, CA 92113",No Info
3 Beds,2 Baths,"1,507 sqft","$963,888",2 Car Garage,"10273 Covina PlSan Diego, CA 92126",1971
,,,"$875,000",No Info,"Cosoy WaySan Diego, CA 92103",No Info
2 Beds,3 Baths,"3,995 sqft","$4,459,000",4 Parking Spaces,"2604 5th Ave #901San Diego, CA 92103",2019
4 Beds,2 Baths,"2,066 sqft","$1,399,000",Garage,"4330 Montalvo St #2San Diego, CA 92107",1970
2 Beds,2 Baths,"2,050 sqft","$2,511,000",Garage,"2855 5th Ave #606San Diego, CA 92103",2018
,,,"$739,000",No Info,"5029 Imperial AveSan Diego, CA 92113",No Info
,,,"$250,000",No Info,"40th St #22San Diego, CA 92105",No Info
2 Beds,3 Baths,"1,749 sqft","$1,398,900",Garage,"2665 5th Ave #505San Diego, CA 92103",2018
2 Beds,4 Baths,"1,872 sqft","$789,300+",No Info,"Plan 3 in Atwood at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
6 Beds,8 Baths,,"$1,000,000",No Info,"3733 Chamoune AveSan Diego, CA 92105",1930
,,,"$15,000,000",No Info,"6155 Del Mar Mesa Rd #1San Diego, CA 92130",No Info
,,,"$379,000",No Info,"1651 Palm AveSan Diego, CA 92154",No Info
4 Beds,2 Baths,"1,568 sqft","$939,000",2 Car Garage,"8852 Haveteur WaySan Diego, CA 92123",1959
,,,"$1,695,000",No Info,"16740 Calle MontanaSan Diego, CA 92127",No Info
2 Beds,2 Baths,818 sqft,"$380,000",1 Parking Spaces,"3560 Sunset Ln #47San Diego, CA 92173",1995
9 Beds,5 Baths,"3,550 sqft","$1,649,000",2 Car Garage,"4840-4840 College Ave #42San Diego, CA 92115",1946
,,,"$5,000,000",No Info,"Ruette NiceLa Jolla, CA 92037",No Info
3 Beds,3 Baths,"5,114 sqft","$1,600,000",4 Parking Spaces,"3517 E StSan Diego, CA 92102",1935
6 Beds,5 Baths,"3,150 sqft","$1,549,000",Garage,"4338-40 39th StSan Diego, CA 92105",1980
4 Beds,4 Baths,"2,950 sqft","$3,455,000",2 Car Garage,"12994 Via EsperiaDel Mar, CA 92014",2020
3 Beds,1 Bath,"1,218 sqft","$2,750,000",Garage,"3046 Nimitz BlvdSan Diego, CA 92106",1928
4 Beds,2 Baths,"1,386 sqft","$915,000",2 Car Garage,"7644 Conestoga WaySan Diego, CA 92120",1968
4 Beds,2 Baths,"2,130 sqft","$1,920,000",Garage,"1040-1040 W Redwood St #1042San Diego, CA 92103",1942
,,,"$399,888",No Info,"Redwood & Quince Street North ParkSan Diego, CA 92104",No Info
5 Beds,2 Baths,"1,752 sqft","$999,000",Open Parking,"4274-4276 Cherokee AveSan Diego, CA 92104",1950
4 Beds,3 Baths,"1,804 sqft","$800,000",2 Car Garage,"6919 Terra Cotta RdSan Diego, CA 92114",1990
,,"4,650 sqft","$4,598,000",Garage,"2679-2679 Mission Blvd #85San Diego, CA 92109",1950
2 Beds,3 Baths,"2,287 sqft","$2,755,000",Garage,"2604 5th Ave #802San Diego, CA 92103",2019
,,,"$5,000,000",No Info,"Ruette Nice #37La Jolla, CA 92037",No Info
3 Beds,3 Baths,,"$1,490,000",No Info,"2805 State StSan Diego, CA 92103",1929
6 Beds,,"3,501 sqft","$1,499,000",Garage,"2622 Island Ave #2622-2626San Diego, CA 92102",2012
,,,"$620,000",No Info,"4452 Juniper StSan Diego, CA 92105",No Info
,,,"$999,999",No Info,"Tompkins StSan Diego, CA 92102",No Info
7 Beds,4 Baths,"2,368 sqft","$1,520,000",Garage,"550-54 Ritchey StSan Diego, CA 92114",1950
3 Beds,3 Baths,"1,570 sqft","$771,345+",No Info,"Plan 3Y in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
2 Beds,3 Baths,"1,413 sqft","$711,175+",No Info,"Plan 2Y in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
,,,"$399,000",No Info,"1748 Caithness DrSan Ysidro, CA 92173",No Info
2 Beds,2 Baths,"2,580 sqft","$2,999,999",Garage,"2855 5th Ave #1202San Diego, CA 92103",2018
,,,"$699,999",No Info,"1325 S 45th St #66San Diego, CA 92113",No Info
,,,"$235,000",No Info,"117 State Highway 92154 #-00San Diego, CA 92102",No Info
,,,"$1,989,000",No Info,"4 Via Del MarSan Diego, CA 92130",No Info
3 Beds,3 Baths,"2,510 sqft","$3,999,000",2 Car Garage,"100 Harbor Dr #2805/2806San Diego, CA 92101",1992
9 Beds,5 Baths,"3,550 sqft","$1,649,000",4 Parking Spaces,"4840 College AveSan Diego, CA 92115",1946
,,,"$1,200,000",No Info,"Sec Health Center Drive & Mesa CollegeSan Diego, CA 92123",No Info
,,,"$1,850,000",No Info,"Romero Drive Vacant Lot Next To 7212 Romero Drive #4-00La Jolla, CA 92037",No Info
2 Beds,2 Baths,"1,153 sqft","$700,000",1 Car Garage,"3890 Nobel Dr #1602San Diego, CA 92122",1992
,,,"$2,950,000",No Info,"Artesian Rd #17San Diego, CA 92127",No Info
,,,"$1,600,000",No Info,"3448-K 545 #260-11-00San Diego, CA 92102",No Info
,,,"$379,000",No Info,"1651 Palm Ave #6San Diego, CA 92154",No Info
,,,"$1,200,000",No Info,"Sec Health Center Drive & Mesa College #5San Diego, CA 92123",No Info
15 Beds,12 Baths,"6,000 sqft","$3,900,000",11 Car Garage,"1050 Scott StSan Diego, CA 92106",2002
,,,"$850,000",No Info,"5431 Santa Margarita StSan Diego, CA 92114",No Info
,,,"$999,999",No Info,"Tompkins St #1-4San Diego, CA 92102",No Info
,,,"$303,000",No Info,"2720-2760 Reo DrSan Diego, CA 92139",No Info
,,,"$300,000",No Info,"3236 National Ave #550532600San Diego, CA 92113",No Info
2 Beds,3 Baths,"1,444 sqft","$715,000+",No Info,"Plan 2Z in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
,,,"$4,500,000",No Info,"Ruette Nice #2La Jolla, CA 92037",No Info
,,,"$235,000",No Info,"117 0San Diego, CA 92154",No Info
3 Beds,3 Baths,"2,510 sqft","$3,999,999",3 Car Garage,"100 Harbor Dr #3305/3306San Diego, CA 92101",1992
,,,"$850,000",3 Parking Spaces,"925-27 Winston DrSan Diego, CA 92114",1959
3 Beds,3 Baths,"1,570 sqft","$807,000+",No Info,"Plan 3 in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
2 Beds,2 Baths,"3,388 sqft","$1,999,000",2 Car Garage,"4276 El Cajon BlvdSan Diego, CA 92105",2011
,,,"$2,188,000",No Info,"8158 Artesian RdSan Diego, CA 92127",No Info
,,,"$119,900",No Info,"6707 Aviation DrSan Diego, CA 92114",No Info
2 Beds,3 Baths,"1,328 sqft","$935,000",Garage,"2889 B StSan Diego, CA 92102",2020
,,,"$259,999",No Info,"N/k W Citracado Pkwy #1Escondido, CA 92025",No Info
2 Beds,3 Baths,"1,469 sqft","$715,000+",No Info,"Plan 2X in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
,,,"$739,000",No Info,"5029 Imperial Ave #53San Diego, CA 92113",No Info
,,,"$2,595,000",No Info,"7687 Hillside Dr #16La Jolla, CA 92037",No Info
,,,"$1,195,000",No Info,"1827 Granada AveSan Diego, CA 92102",No Info
,,,"$1,399,000",Garage,"4233-39 Swift AveSan Diego, CA 92104",1948
,,"3,825 sqft","$2,770,000",4 Parking Spaces,"4510-4510 S 46th StSan Diego, CA 92113",2000
,,,"$995,000",No Info,"28 Th St #0San Diego, CA 92102",No Info
7 Beds,5 Baths,"3,463 sqft","$2,199,000",No Info,"7696 Kiwi StSan Diego, CA 92123",1980
,,,"$1,195,000",No Info,"1827 Granada Ave #XSan Diego, CA 92102",No Info
,,,"$4,790,000",No Info,"2839 Racetrack View DrDel Mar, CA 92014",No Info
5 Beds,3 Baths,,"$1,200,000",No Info,"606 63rd StSan Diego, CA 92114",1958
,,,"$2,188,000",No Info,"8158 Artesian Rd #8158San Diego, CA 92127",No Info
,,,"$995,000",No Info,"1229 Hollister St #28San Diego, CA 92154",No Info
,,,"$2,185,000",No Info,"4705 4711 Point Loma Avenue 10 #11-&San Diego, CA 92107",No Info
,,,"$875,000",No Info,"Cosoy Way 2 #-442-663San Diego, CA 92103",No Info
10 Beds,5 Baths,"78,478 sqft","$5,555,000",5 Car Garage,"5555 Fake AveSan Diego, CA 92154",2021
,,,"$1,698,000",No Info,"2 Via Del Mar #2San Diego, CA 92130",No Info
,,,"$3,500,000",No Info,"6099 La Jolla Scenic Dr SLa Jolla, CA 92037",No Info
,,,"$3,450,000",No Info,"Rutgers Rd #1-5La Jolla, CA 92037",No Info
,,,"$995,000",No Info,"28 Th StSan Diego, CA 92102",No Info
,,,"$2,500,000",No Info,"1822 Amalfi StLa Jolla, CA 92037",No Info
,,,"$1,600,000",No Info,"3448 K StSan Diego, CA 92102",No Info
,,,"$2,500,000",No Info,"1822 Amalfi St #1La Jolla, CA 92037",No Info
5 Beds,2 Baths,,"$1,600,000",No Info,"338 35th StSan Diego, CA 92102",2006
,,,"$970,000",No Info,"46 19th StSan Diego, CA 92102",No Info
,,,"$1,798,000",No Info,"3 Via Del MarSan Diego, CA 92130",No Info
3 Beds,2 Baths,"1,424 sqft","$699,900",Garage,"7392 Gribble StSan Diego, CA 92114",1959
2 Beds,1 Bath,750 sqft,"$825,000",Open Parking,"1820 Diamond St #BSan Diego, CA 92109",1979
,,,"$3,450,000",No Info,"2382 Via Capri Ct #7La Jolla, CA 92037",No Info
,,,"$1,989,000",No Info,"4 Via Del Mar #4San Diego, CA 92130",No Info
,,,"$2,595,000",No Info,"7687 Hillside DrLa Jolla, CA 92037",No Info
,,,"$399,000",No Info,"1748 Caithness Dr #2San Ysidro, CA 92173",No Info
,,,"$1,549,000",No Info,"1 Via Del Mar #1San Diego, CA 92130",No Info
,,,"$1,500,000",No Info,"4264 Market StSan Diego, CA 92102",No Info
,,,"$3,250,000",No Info,"3865 Ocean Front WalkSan Diego, CA 92109",No Info
,,,"$1,850,000",No Info,"Romero Drive Vacant Lot Next To #7212La Jolla, CA 92037",No Info
8 Beds,4 Baths,,"$3,295,000",Garage,"1816-1820 A&b Diamond StSan Diego, CA 92109",1979
,,,"$995,000",No Info,"1229 Hollister StSan Diego, CA 92154",No Info
,,,"$3,250,000",No Info,"3865 Ocean Front Walk #FSan Diego, CA 92109",No Info
2 Beds,2 Baths,"1,041 sqft","$369,900",1 Parking Spaces,"8765 Lake Murray Blvd #10San Diego, CA 92119",1972
2 Beds,3 Baths,"1,130 sqft","$585,000",1 Car Garage,"3446 Mission Mesa WaySan Diego, CA 92120",1984
2 Beds,1 Bath,806 sqft,"$900,000",1 Car Garage,"4319 Orchard AveSan Diego, CA 92107",1949
2 Beds,2 Baths,910 sqft,"$649,000",1 Carport Spaces,"5015 Cape May Ave #203San Diego, CA 92107",1967
2 Beds,2 Baths,997 sqft,"$1,175,000",Garage,"7757 Eads Ave #C5La Jolla, CA 92037",1988
4 Beds,3 Baths,"2,426 sqft","$1,249,000",3 Car Garage,"10655 Lakecrest PointSan Diego, CA 92131",1985
3 Beds,2 Baths,"1,640 sqft","$1,149,000",2 Car Garage,"4616 Estrella AveSan Diego, CA 92115",1939
5 Beds,5 Baths,"3,226 sqft","$1,999,000",3 Car Garage,"6759 Kenmar WaySan Diego, CA 92130",2017
1 Bed,1 Bath,616 sqft,"$400,000",Garage,"10699 San Diego Mission Rd #92-205San Diego, CA 92108",1981
2 Beds,1 Bath,924 sqft,"$435,000",1 Car Garage,"13929 Via RiminiSan Diego, CA 92129",1971
2 Beds,3 Baths,"1,908 sqft","$725,000",2 Car Garage,"4814 Tinasa WaySan Diego, CA 92124",1981
2 Beds,2 Baths,780 sqft,"$539,999",Garage,"3682 Nile St #4San Diego, CA 92104",1980
5 Beds,3 Baths,"2,268 sqft","$875,000",2 Car Garage,"6933 Southgate DrSan Diego, CA 92119",1969
2 Beds,2 Baths,"1,222 sqft","$650,000",Garage,"3950 Ohio St #223San Diego, CA 92104",2006
4 Beds,2 Baths,"1,500 sqft","$639,000",Carport,"9452 Caminito CabanaSan Diego, CA 92126",1976
2 Beds,3 Baths,"1,116 sqft","$640,000",2 Car Garage,"9920 Scripps Vista Way #156San Diego, CA 92131",1992
4 Beds,2 Baths,"1,042 sqft","$640,777",Open Parking,"5746 Market StSan Diego, CA 92114",1944
4 Beds,2 Baths,"2,124 sqft","$1,275,000",2 Car Garage,"6282 Lake Leven DrSan Diego, CA 92119",1968
2 Beds,2 Baths,"1,041 sqft","$450,000",Garage,"9710 Mesa Springs Way #1San Diego, CA 92126",1985
2 Beds,2 Baths,"1,046 sqft","$549,000",Garage,"7027 Camino Degrazia #210San Diego, CA 92111",1988
3 Beds,2 Baths,"1,363 sqft","$829,000",2 Car Garage,"8227 Phyllis PlSan Diego, CA 92123",1963
2 Beds,3 Baths,"1,306 sqft","$778,000",2 Car Garage,"16204 Veridian CirSan Diego, CA 92127",2017
3 Beds,3 Baths,"1,610 sqft","$895,000",2 Car Garage,"10362 Wateridge Cir #326San Diego, CA 92121",2000
2 Beds,1 Bath,806 sqft,"$439,900",Garage,"6588 Bell Bluff Ave #ESan Diego, CA 92119",1972
2 Beds,1 Bath,820 sqft,"$425,000",1 Carport Spaces,"6460 Bell Bluff AveSan Diego, CA 92119",1972
2 Beds,3 Baths,"1,432 sqft","$699,000",2 Car Garage,"7865 Via Montebello #2San Diego, CA 92129",2003
7 Beds,8 Baths,"9,130 sqft","$19,000,000",6 Car Garage,"701 1st StCoronado, CA 92118",2011
1 Bed,1 Bath,520 sqft,"$9,000",Garage,"1415 Orange AveCoronado, CA 92118",1993
3 Beds,2 Baths,"1,630 sqft","$895,000",2 Car Garage,"18305 Aceituno StSan Diego, CA 92128",1987
12 Beds,16 Baths,"23,957 sqft","$34,000,000",4 Car Garage,"1015 Ocean BlvdCoronado, CA 92118",1902
6 Beds,6 Baths,"5,000 sqft","$13,800,000",4 Car Garage,"1033 Loma AveCoronado, CA 92118",2008
7 Beds,9 Baths,"7,665 sqft","$7,750,000",2 Car Garage,"1010 Olive AveCoronado, CA 92118",1931
5 Beds,5 Baths,"2,640 sqft","$2,945,000",Open Parking,"441 A AveCoronado, CA 92118",1950
5 Beds,4 Baths,"3,986 sqft","$4,499,000",2 Car Garage,"1330 Glorietta BlvdCoronado, CA 92118",2007
4 Beds,4 Baths,"3,493 sqft","$4,200,000",2 Car Garage,"17 Spinnaker WayCoronado, CA 92118",1989
4 Beds,4 Baths,"4,289 sqft","$5,795,000",2 Car Garage,"11 Green Turtle RdCoronado, CA 92118",1978
6 Beds,7 Baths,"6,039 sqft","$12,600,000",5 Car Garage,"969 Adella AveCoronado, CA 92118",2016
4 Beds,5 Baths,"2,809 sqft","$3,600,000",1 Car Garage,"620 Pomona AveCoronado, CA 92118",2011
3 Beds,3 Baths,"1,667 sqft","$1,995,000",Garage,"1014 5th St #2BCoronado, CA 92118",2019
2 Beds,2 Baths,"1,325 sqft","$1,677,000",2 Car Garage,"1133 1st St #318Coronado, CA 92118",2000
4 Beds,4 Baths,"3,493 sqft","$3,400,000",2 Car Garage,"46 Spinnaker WayCoronado, CA 92118",1988
4 Beds,3 Baths,"2,242 sqft","$1,795,000",2 Car Garage,"24 Bahama BndCoronado, CA 92118",1974
3 Beds,3 Baths,"2,007 sqft","$2,236,000",Garage,"141 Orange Ave #304Coronado, CA 92118",2007
5 Beds,6 Baths,"4,130 sqft","$3,980,000",4 Car Garage,"14 Sandpiper StrandCoronado, CA 92118",1990
5 Beds,6 Baths,"6,451 sqft","$7,999,000",2 Car Garage,"1 The PointCoronado, CA 92118",1991
4 Beds,3 Baths,"1,792 sqft","$2,195,000",1 Car Garage,"314 Glorietta PlCoronado, CA 92118",1947
4 Beds,3 Baths,"2,504 sqft","$2,190,000",Garage,"334 A AveCoronado, CA 92118",1935
2 Beds,3 Baths,"1,560 sqft","$1,089,000",Garage,"333 D Ave #4Coronado, CA 92118",1984
4 Beds,4 Baths,"2,448 sqft","$2,399,000",Garage,"704 7th StCoronado, CA 92118",2016
4 Beds,3 Baths,"2,355 sqft","$4,500,000",Garage,"1770 Avenida Del Mundo #1407-08Coronado, CA 92118",1974
2 Beds,2 Baths,"1,299 sqft","$1,189,000",Garage,"707 Orange Ave #3CCoronado, CA 92118",1982
3 Beds,3 Baths,"2,255 sqft","$2,595,000",2 Car Garage,"355 Glorietta PlCoronado, CA 92118",1948
3 Beds,3 Baths,"3,341 sqft","$3,875,000",Garage,"39 The PointCoronado, CA 92118",1977
2 Beds,2 Baths,"2,325 sqft","$1,925,000",Garage,"120 C Ave #308Coronado, CA 92118",2007
2 Beds,3 Baths,"1,340 sqft","$2,595,000",Garage,"1820 Avenida Del Mundo #108Coronado, CA 92118",1978
2 Beds,2 Baths,"1,431 sqft","$627,500",Garage,"13024 Paseo Del VeranoSan Diego, CA 92128",1987
3 Beds,2 Baths,"1,306 sqft","$1,750,000",No Info,"1007 2nd StCoronado, CA 92118",1922
2 Beds,3 Baths,"1,492 sqft","$1,198,300",Garage,"14 Montego CtCoronado, CA 92118",1982
4 Beds,4 Baths,"1,632 sqft","$2,195,000",1 Car Garage,"558 G AveCoronado, CA 92118",2021
1 Bed,2 Baths,615 sqft,"$1,100,000",Garage,"1612 Pomona AveCoronado, CA 92118",1965
2 Beds,2 Baths,896 sqft,"$1,500,000",Garage,"1625 Glorietta BlvdCoronado, CA 92118",1969
1 Bed,1 Bath,885 sqft,"$1,450,000",Garage,"1710 Avenida Del Mundo #1407Coronado, CA 92118",1978
,,,"$6,830,208",No Info,"Lone Star RdSan Diego, CA 92154",No Info
5 Beds,5 Baths,"2,633 sqft","$3,095,000",Garage,"552 G AveCoronado, CA 92118",2021
1 Bed,2 Baths,"1,151 sqft","$1,600,000",Garage,"1820 Avenida Del Mundo #606Coronado, CA 92118",1978
3 Beds,2 Baths,"1,750 sqft","$3,249,000",Garage,"1750 Avenida Del Mundo #307Coronado, CA 92118",1978
3 Beds,3 Baths,"1,746 sqft","$2,950,000",1 Car Garage,"1820 Avenida Del Mundo #107Coronado, CA 92118",1978
1 Bed,1 Bath,705 sqft,"$1,288,000",1 Car Garage,"1810 Avenida Del Mundo #1001Coronado, CA 92118",1977
